"dma_json_code","date","keyword","hits","ratio"
"US-AR",2015-05-01,"%2Fm%2F03m50g4",11,1.44082773792373
"US-AR",2015-06-01,"%2Fm%2F03m50g4",12,1.44082773792373
"US-AR",2015-07-01,"%2Fm%2F03m50g4",35,1.44082773792373
"US-AR",2015-08-01,"%2Fm%2F03m50g4",23,1.44082773792373
"US-AR",2015-09-01,"%2Fm%2F03m50g4",83,1.44082773792373
"US-AR",2015-10-01,"%2Fm%2F03m50g4",68,1.44082773792373
"US-AR",2015-11-01,"%2Fm%2F03m50g4",8,1.44082773792373
"US-AR",2015-12-01,"%2Fm%2F03m50g4",55,1.44082773792373
"US-AR",2016-01-01,"%2Fm%2F03m50g4",60,1.44082773792373
"US-AR",2016-02-01,"%2Fm%2F03m50g4",66,1.44082773792373
"US-AR",2016-03-01,"%2Fm%2F03m50g4",31,1.44082773792373
"US-AR",2016-04-01,"%2Fm%2F03m50g4",34,1.44082773792373
"US-AR",2016-05-01,"%2Fm%2F03m50g4",20,1.44082773792373
"US-AR",2016-06-01,"%2Fm%2F03m50g4",21,1.44082773792373
"US-AR",2016-07-01,"%2Fm%2F03m50g4",0,1.44082773792373
"US-AR",2016-08-01,"%2Fm%2F03m50g4",27,1.44082773792373
"US-AR",2016-09-01,"%2Fm%2F03m50g4",64,1.44082773792373
"US-AR",2016-10-01,"%2Fm%2F03m50g4",45,1.44082773792373
