dma_json_code,date,keyword,hits,ratio
US-AR,2016-08-01,%2Fm%2F07km37,16,3.04771453350289
US-AR,2016-09-01,%2Fm%2F07km37,65,3.04771453350289
US-AR,2016-10-01,%2Fm%2F07km37,10,3.04771453350289
US-AR,2016-11-01,%2Fm%2F07km37,35,3.04771453350289
US-AR,2016-12-01,%2Fm%2F07km37,25,3.04771453350289
US-AR,2017-01-01,%2Fm%2F07km37,9,3.04771453350289
US-AR,2017-02-01,%2Fm%2F07km37,30,3.04771453350289
US-AR,2017-03-01,%2Fm%2F07km37,36,3.04771453350289
US-AR,2017-04-01,%2Fm%2F07km37,19,3.04771453350289
US-AR,2017-05-01,%2Fm%2F07km37,10,3.04771453350289
US-AR,2017-06-01,%2Fm%2F07km37,11,3.04771453350289
US-AR,2017-07-01,%2Fm%2F07km37,0,3.04771453350289
US-AR,2017-08-01,%2Fm%2F07km37,5,3.04771453350289
US-AR,2017-09-01,%2Fm%2F07km37,53,3.04771453350289
US-AR,2017-10-01,%2Fm%2F07km37,41,3.04771453350289
US-AR,2017-11-01,%2Fm%2F07km37,44,3.04771453350289
US-AR,2017-12-01,%2Fm%2F07km37,18,3.04771453350289
US-AR,2018-01-01,%2Fm%2F07km37,8,3.04771453350289
US-AR,2018-02-01,%2Fm%2F07km37,13,3.04771453350289
US-AR,2018-03-01,%2Fm%2F07km37,13,3.04771453350289
US-AR,2018-04-01,%2Fm%2F07km37,34,3.04771453350289
US-AR,2018-05-01,%2Fm%2F07km37,13,3.04771453350289
US-AR,2018-06-01,%2Fm%2F07km37,5,3.04771453350289
US-AR,2018-07-01,%2Fm%2F07km37,5,3.04771453350289
US-AR,2018-08-01,%2Fm%2F07km37,13,3.04771453350289
US-AR,2018-09-01,%2Fm%2F07km37,13,3.04771453350289
US-AR,2018-10-01,%2Fm%2F07km37,26,3.04771453350289
US-AR,2018-11-01,%2Fm%2F07km37,26,3.04771453350289
US-AR,2018-12-01,%2Fm%2F07km37,26,3.04771453350289
US-AR,2019-01-01,%2Fm%2F07km37,25,3.04771453350289
US-AR,2019-02-01,%2Fm%2F07km37,44,3.04771453350289
US-AR,2019-03-01,%2Fm%2F07km37,17,3.04771453350289
US-AR,2019-04-01,%2Fm%2F07km37,17,3.04771453350289
US-AR,2019-05-01,%2Fm%2F07km37,9,3.04771453350289
US-AR,2019-06-01,%2Fm%2F07km37,5,3.04771453350289
US-AR,2019-07-01,%2Fm%2F07km37,4,3.04771453350289
US-AR,2019-08-01,%2Fm%2F07km37,4,3.04771453350289
US-AR,2019-09-01,%2Fm%2F07km37,16,3.04771453350289
US-AR,2019-10-01,%2Fm%2F07km37,11,3.04771453350289
US-AR,2019-11-01,%2Fm%2F07km37,12,3.04771453350289
US-AR,2019-12-01,%2Fm%2F07km37,12,3.04771453350289
US-AR,2020-01-01,%2Fm%2F07km37,15,3.04771453350289
US-AR,2020-02-01,%2Fm%2F07km37,30,3.04771453350289
US-AR,2020-03-01,%2Fm%2F07km37,13,3.04771453350289
US-AR,2020-04-01,%2Fm%2F07km37,16,3.04771453350289
US-AR,2020-05-01,%2Fm%2F07km37,3,3.04771453350289
US-AR,2020-06-01,%2Fm%2F07km37,7,3.04771453350289
US-AR,2020-07-01,%2Fm%2F07km37,7,3.04771453350289
US-AR,2020-08-01,%2Fm%2F07km37,11,3.04771453350289
US-AR,2020-09-01,%2Fm%2F07km37,20,3.04771453350289
